,toi,toipfx,pl_tranmid,pl_trandurh,pl_orbper,pl_trandep,pl_rade,st_teff,st_logg,st_rad,ra,dec,st_pmra,st_pmdec,pl_tranmiderr1,pl_tranmiderr2,pl_orbpererr1,pl_orbpererr2,pl_radeerr1,pl_radeerr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_pmraerr1,st_pmraerr2,st_pmdecerr1,st_pmdecerr2
658,EPIC 211107835.01,EPIC 211107835,2457066.3613,3.936,18.8652,56.099999999999994,1.57,,,0.642,55.8387397,24.6875409,-37.3019,-46.2921,0.0045,-0.0043,0.0025,-0.0025,0.22,-0.31,,,,,0.075,-0.03,0.0543626,-0.0543626,0.0374019,-0.0374019
659,EPIC 211133138.01,EPIC 211133138,2457063.73651,1.4736,7.434876,614.3,32.0,,,1.74,60.433173,25.123216,7.34,-15.9407,0.00034,-0.00026,4.7e-05,-5.7e-05,17.0,-16.0,,,,,0.77,-0.54,2.06542,-2.06542,2.06533,-2.06533
660,EPIC 211147528.01,EPIC 211147528,2457065.4087,2.1,2.349455,,15.8,7056.0,4.06,1.81,59.6471914,25.3885872,-1.07019,-5.53864,0.0015,-0.0015,9.2e-05,-9.2e-05,4.6,-4.6,417.0,-417.0,0.18,-0.18,0.51,-0.51,0.0930428,-0.0930428,0.0491008,-0.0491008
661,EPIC 211147528.01,EPIC 211147528,2457063.059087,2.432,2.34951024,817.0,,7418.48,4.31257,1.50652,59.6471914,25.3885872,-1.07019,-5.53864,,,,,,,112.89,-99.59,0.082049,-0.092377,0.06254,-0.079742,0.0930428,-0.0930428,0.0491008,-0.0491008
662,EPIC 211147528.01,EPIC 211147528,2457065.40819,,2.349515,,53.42672849,6254.0,3.19,5.410002,59.6471914,25.3885872,-1.07019,-5.53864,0.001238,-0.001333,8e-05,-7.7e-05,6.23488058,-10.96197738,98.0,-98.0,0.161,-0.161,0.48965,-1.00739,0.0930428,-0.0930428,0.0491008,-0.0491008
663,EPIC 211147528.01,EPIC 211147528,2460256.015853,2.014,2.3494903,905.3,14.6551,7418.5,4.31,1.51,59.6471914,25.3885872,-1.07019,-5.53864,0.000442,-0.000442,7e-07,-7e-07,0.737913,-0.737913,106.2,-106.2,0.09,-0.09,0.07,-0.07,0.0930428,-0.0930428,0.0491008,-0.0491008
664,EPIC 211147528.01,EPIC 211147528,2457063.0589,2.712,2.349545,757.0,15.3,,,1.695,59.6471914,25.3885872,-1.07019,-5.53864,0.0013,-0.0013,8.3e-05,-8.5e-05,2.7,-2.5,,,,,0.228,-0.097,0.0930428,-0.0930428,0.0491008,-0.0491008
665,EPIC 211158357.01,EPIC 211158357,2457061.96122,0.5256,0.2990737,2051.0,7.6,,,0.231,57.9097129,25.5896967,27.1842,-119.879,0.00018,-0.00019,1.4e-06,-1.4e-06,2.8,-3.5,,,,,0.052,-0.047,0.187286,-0.187286,0.119646,-0.119646
666,EPIC 211169300.01,EPIC 211169300,2457067.806935,4.389,16.43831081,1529.0,,5997.0,3.91664,1.92033,58.4909801,25.7972412,3.0607,-8.92172,,,,,,,142.31,-99.91,0.11007,-0.113298,0.203726,-0.171601,0.126151,-0.126151,0.0598749,-0.0598749
667,EPIC 211201576.01,EPIC 211201576,2457063.4053,3.528,5.88165,32.300000000000004,2.58,,,1.37,59.874235,26.4873478,15.4128,-3.54171,0.005,-0.0049,0.00074,-0.00075,0.48,-1.12,,,,,0.24,-0.56,2.10057,-2.10057,2.10057,-2.10057
668,EPIC 211305568.01,EPIC 211305568,2457169.344,,11.55059,,1.98,3677.0,4.76387,0.469901,133.1218879,9.9628828,-103.305,34.9826,0.002,-0.002,0.00121,-0.00109,26.91,-0.23,157.0,-157.0,0.007365,-0.007365,0.014309,-0.014309,0.0586529,-0.0586529,0.0362211,-0.0362211
669,EPIC 211305568.02,EPIC 211305568,2457176.97,,0.19785,,0.72,3677.0,4.76387,0.469901,133.1218879,9.9628828,-103.305,34.9826,0.001,-0.002,1e-05,-1e-05,0.1,-0.08,157.0,-157.0,0.007365,-0.007365,0.014309,-0.014309,0.0586529,-0.0586529,0.0362211,-0.0362211
670,EPIC 211308899.01,EPIC 211308899,2457143.316,4.88496,6.423,39.5,,5053.72,,5.86835,133.325015,10.0296849,-3.04444,-8.81538,,,,,,,54.7,-54.7,,,,,0.0503804,-0.0503804,0.0383274,-0.0383274
671,EPIC 211309648.01,EPIC 211309648,2460282.514849,3.957,3.1393667,1108.7,15.9004,5653.4,4.08,1.52,133.8665993,10.0453099,-3.72312,6.42724,0.0028142,-0.0028142,4.3e-06,-4.3e-06,,,182.8,-182.8,,,,,0.0525068,-0.0525068,0.0340368,-0.0340368
672,EPIC 211309648.01,EPIC 211309648,2458254.4841636,,3.1393226,,15.43,6283.0,4.18,1.5,133.8665993,10.0453099,-3.72312,6.42724,0.0002984,-0.0002959,3.25e-05,-3.16e-05,1.56,-1.56,235.0,-232.0,0.07,-0.07,0.15,-0.12,0.0525068,-0.0525068,0.0340368,-0.0340368
673,EPIC 211309648.01,EPIC 211309648,2458254.483371,4.3,3.139404,,16.419,5716.0,4.047,1.53,133.8665993,10.0453099,-3.72312,6.42724,0.000692,-0.000649,7.3e-05,-7.2e-05,1.135,-1.067,138.0,-138.0,0.151,-0.151,0.105,-0.098,0.0525068,-0.0525068,0.0340368,-0.0340368
674,EPIC 211315836.01,EPIC 211315836,2457139.73756,0.8808,1.385246,124.3,5.01,,,1.407,126.3882156,10.1705808,1.18852,-6.653,0.00036,-0.0004,1.3e-05,-1.1e-05,0.34,-0.71,,,,,0.08,-0.058,0.0794674,-0.0794674,0.0489822,-0.0489822
675,EPIC 211315836.01,EPIC 211315836,2459230.030899,0.7629247,1.38521606684,191.33335000000002,6.52719853,6294.0,4.20464,1.451,126.3882156,10.1705808,1.18852,-6.653,0.00056059,-0.00056059,5.82601e-06,-5.82601e-06,3.3137684,-3.3137684,127.01,-127.01,0.090448,-0.090448,0.079392,-0.079392,0.0794674,-0.0794674,0.0489822,-0.0489822
676,EPIC 211319779.01,EPIC 211319779,2459554.641004,3.512,13.8240078,114.0,2.38171,5129.0,4.67,0.71,127.1544879,10.2494875,97.6445,-115.839,0.0114752,-0.0114752,0.0001263,-0.0001263,0.169823,-0.169823,127.0,-127.0,0.09,-0.09,0.04,-0.04,0.0792881,-0.0792881,0.0481286,-0.0481286
677,EPIC 211319779.01,EPIC 211319779,2458255.1814025,,13.8253157,,,5163.0,4.58,0.75,127.1544879,10.2494875,97.6445,-115.839,0.0039344,-0.0038465,0.0021214,-0.0020261,,,161.0,-127.0,0.02,-0.03,0.02,-0.02,0.0792881,-0.0792881,0.0481286,-0.0481286
678,EPIC 211321953.01,EPIC 211321953,2458252.392474,4.8,22.194346,,3.174,5660.0,4.283,1.069,128.8325692,10.2921986,-15.3407,-16.0449,0.006632,-0.009594,0.00747,-0.006219,0.296,-0.269,138.0,-138.0,0.151,-0.151,0.069,-0.064,0.0543491,-0.0543491,0.0402967,-0.0402967
679,EPIC 211327855.01,EPIC 211327855,2457139.7005,1.488,1.72397,20.1,1.33,,,0.885,127.2314218,10.4051238,-17.1194,-5.03038,0.0044,-0.0046,0.00027,-0.00022,0.2,-0.37,,,,,0.074,-0.027,0.0455895,-0.0455895,0.0319871,-0.0319871
680,EPIC 211328748.01,EPIC 211328748,2457139.95,2.45208,17.178,21.9,,5814.52,4.20761,1.33351,130.2351918,10.4224863,-47.1475,24.2025,,,,,,,97.01,-120.92,0.083854,-0.057543,0.060262,-0.054688,0.0849377,-0.0849377,0.0485129,-0.0485129
681,EPIC 211333233.01,EPIC 211333233,2457142.885,2.34408,5.409,17.2,,3949.0,,45.4751,126.8981448,10.5065621,-1.80232,3.7702,,,,,,,122.0,-122.0,,,,,0.0933838,-0.0933838,0.053948,-0.053948
682,EPIC 211335816.01,EPIC 211335816,2457140.02,0.86208,4.99,190.70000000000002,,6242.0,4.09458,1.63356,126.6240426,10.5553705,-7.92406,-7.33627,,,,,,,132.77,-114.6,0.095379,-0.08314,0.099478,-0.069893,0.081293,-0.081293,0.0568738,-0.0568738
683,EPIC 211335816.01,EPIC 211335816,2459570.084477,1.037,4.9898664,185.0,9.128,6242.0,4.09,1.63,126.6240426,10.5553705,-7.92406,-7.33627,0.0008077,-0.0008077,2e-06,-2e-06,0.730217,-0.730217,123.7,-123.7,0.09,-0.09,0.08,-0.08,0.081293,-0.081293,0.0568738,-0.0568738
684,EPIC 211336288.01,EPIC 211336288,2457177.09,,0.22181,,1.13,3942.0,4.66358,0.585409,133.4234677,10.5643836,-34.8736,-24.1447,0.002,-0.002,2e-05,-2e-05,0.16,-0.13,157.0,-157.0,0.01077,-0.01077,0.017642,-0.017642,0.0540852,-0.0540852,0.0387739,-0.0387739
685,EPIC 211336616.01,EPIC 211336616,2457149.28,4.63488,44.13,42.7,,4865.94,,10.7024,132.4267042,10.570534,-1.62547,-2.49192,,,,,,,79.43,-79.43,,,,,0.0604356,-0.0604356,0.0438328,-0.0438328
686,EPIC 211342524.01,EPIC 211342524,2457149.36773,3.7488,14.448767,,44.2,,,1.36,128.0987614,10.6772004,14.8834,-8.38876,0.000246,-0.00025,0.000101,-0.0001,17.5,-8.6,,,,,,,0.0710273,-0.0710273,0.0447911,-0.0447911
687,EPIC 211342524.01,EPIC 211342524,2457149.367,0.59496,14.449,9193.9,,6016.0,4.02797,1.68931,128.0987614,10.6772004,14.8834,-8.38876,,,,,,,146.61,-109.36,0.084647,-0.076516,0.101877,-0.074827,0.0710273,-0.0710273,0.0447911,-0.0447911
688,EPIC 211342524.01,EPIC 211342524,2457149.361472,3.628,14.4518248,4465.0,,6016.0,4.02797,1.68931,128.0987614,10.6772004,14.8834,-8.38876,,,,,,,146.61,-109.36,0.084647,-0.076516,0.101877,-0.074827,0.0710273,-0.0710273,0.0447911,-0.0447911
689,EPIC 211342524.01,EPIC 211342524,2457149.36754,3.7632,14.448987,3836.1,86.0,,,1.739,128.0987614,10.6772004,14.8834,-8.38876,6.4e-05,-6.4e-05,2.6e-05,-2.6e-05,20.0,-25.0,,,,,0.03,-0.023,0.0710273,-0.0710273,0.0447911,-0.0447911
690,EPIC 211357309.01,EPIC 211357309,2457139.7522,0.9888,0.463954,32.599999999999994,0.53,,,0.272,133.2327321,10.9451996,25.8767,111.464,0.001,-0.001,1.1e-05,-1.1e-05,0.11,-0.46,,,,,0.037,-0.028,0.0625232,-0.0625232,0.0444191,-0.0444191
691,EPIC 211357309.01,EPIC 211357309,2457201.45767,,0.46395,,0.85,3563.0,5.004,0.42,133.2327321,10.9451996,25.8767,111.464,0.00102,-0.00107,0.000118,-0.000118,0.18,-0.18,,,,,0.06,-0.06,0.0625232,-0.0625232,0.0444191,-0.0444191
692,EPIC 211357309.01,EPIC 211357309,2457201.458,,0.46395,,0.84,3720.0,4.74458,0.491813,133.2327321,10.9451996,25.8767,111.464,0.001,-0.001,2e-05,-2e-05,0.06,-0.06,157.0,-157.0,0.007804,-0.007804,0.014598,-0.014598,0.0625232,-0.0625232,0.0444191,-0.0444191
693,EPIC 211365543.01,EPIC 211365543,2457143.676,4.18488,5.264,9.6,,6190.82,4.11773,1.5774,127.4533593,11.0855981,-18.5435,-12.9657,,,,,,,124.77,-90.89,0.100501,-0.060369,0.089036,-0.062924,0.075881,-0.075881,0.0467593,-0.0467593
694,EPIC 211372788.01,EPIC 211372788,2457140.33284,2.1936,1.529084,1052.7,48.0,,,1.654,131.2614332,11.2032455,3.71646,-7.41358,0.00036,-0.00036,1.3e-05,-1.3e-05,13.0,-16.0,,,,,0.011,-0.012,0.0608324,-0.0608324,0.0459025,-0.0459025
695,EPIC 211375488.01,EPIC 211375488,2457141.721,1.95504,2.084,238.5,,,,,130.836782,11.24812,,,,,,,,,,,,,,,,,,
696,EPIC 211375488.01,EPIC 211375488,2457143.81265,2.7312,4.166738,,94.8,,,2.0,130.836782,11.24812,,,0.002908,-0.002943,0.000301,-0.000303,89.0,-71.8,,,,,,,,,,
697,EPIC 211383821.01,EPIC 211383821,2457140.1535,2.112,1.56699,46.0,1.34,,,0.603,131.0413479,11.3854224,0.518771,-18.7444,0.0033,-0.0033,0.00011,-0.00011,0.16,-0.44,,,,,0.039,-0.028,0.0674916,-0.0674916,0.0457263,-0.0457263
698,EPIC 211383821.01,EPIC 211383821,2457140.162,1.74792,1.567,32.599999999999994,,4426.2,4.69978,0.615898,131.0413479,11.3854224,0.518771,-18.7444,,,,,,,92.63,-92.63,,,,,0.0674916,-0.0674916,0.0457263,-0.0457263
699,EPIC 211383821.01,EPIC 211383821,2457143.288349,2.144,1.56706496,49.0,,4426.2,4.69978,0.615898,131.0413479,11.3854224,0.518771,-18.7444,,,,,,,92.63,-92.63,,,,,0.0674916,-0.0674916,0.0457263,-0.0457263
700,EPIC 211390903.01,EPIC 211390903,2457147.80605,,7.757595,75.0,1.95,,,0.713,132.2780777,11.498004,-2.39235,-3.07395,0.003955,-0.003955,0.000822,-0.000822,,,,,,,,,0.0808323,-0.0808323,0.0498059,-0.0498059
701,EPIC 211393988.01,EPIC 211393988,2458254.734413,4.6,4.871902,,15.383,6466.0,4.113,1.817,133.8179435,11.5488678,0.158806,-3.10846,0.000668,-0.00073,0.000137,-0.000131,1.082,-0.991,138.0,-138.0,0.151,-0.151,0.127,-0.116,0.0484536,-0.0484536,0.0331896,-0.0331896
702,EPIC 211393988.01,EPIC 211393988,2458254.7347162,,4.8718955,,14.64,6972.0,4.1,1.82,133.8179435,11.5488678,0.158806,-3.10846,0.0006113,-0.0006035,0.0001146,-0.000114,2.33,-2.39,456.0,-381.0,0.1,-0.11,0.29,-0.22,0.0484536,-0.0484536,0.0331896,-0.0331896
703,EPIC 211393988.01,EPIC 211393988,2460282.322925,4.125,4.8740385,641.0,14.3194,6504.4,4.05,1.8,133.8179435,11.5488678,0.158806,-3.10846,0.0184413,-0.0184413,4.53e-05,-4.53e-05,,,32.5,-32.5,,,,,0.0484536,-0.0484536,0.0331896,-0.0331896
704,EPIC 211396431.01,EPIC 211396431,2458099.732356,11.0,8.514184,,38.298,4885.0,2.69,8.384,137.1159603,11.5866277,-6.01382,-0.997802,0.00896,-0.008222,0.001921,-0.002011,3.907,-3.56,138.0,-138.0,0.15,-0.15,0.811,-0.736,0.0675571,-0.0675571,0.0453894,-0.0453894
705,EPIC 211397774.01,EPIC 211397774,2458095.83095,2.5128,0.967865,14923.5,,5255.0,4.417,0.97198,135.5453448,11.6065889,-0.346305,-1.99245,,,,,,,126.0,-126.0,,,,,0.106068,-0.106068,0.0741704,-0.0741704
706,EPIC 211397844.01,EPIC 211397844,2458107.81174,3.1944,16.168833,404.6,,5186.0,3.371,5.653,135.3639735,11.6076104,-1.98632,-4.98141,,,,,,,135.0,-135.0,0.09,-0.09,0.284,-0.284,0.0389501,-0.0389501,0.0271717,-0.0271717
707,EPIC 211402878.01,EPIC 211402878,2458110.84155,3.4248,25.23658,13108.800000000001,,3777.0,4.56823,0.701898,137.3453763,11.685335,-28.7698,-2.97376,,,,,,,157.0,-157.0,0.012775,-0.012775,0.0211,-0.0211,0.064799,-0.064799,0.0427063,-0.0427063
708,EPIC 211407755.01,EPIC 211407755,2457160.2333494,,36.0861607,,,4726.0,4.63,0.67,132.3036441,11.7589327,-87.2951,-101.883,0.0017168,-0.0017028,9.13e-05,-9.26e-05,,,82.0,-74.0,0.03,-0.03,0.04,-0.04,0.0517427,-0.0517427,0.0336124,-0.0336124
709,EPIC 211407755.01,EPIC 211407755,2457160.2353,3.192,36.109,490.0,8.0,,,0.504,132.3036441,11.7589327,-87.2951,-101.883,0.0013,-0.0013,0.032,-0.05,2.7,-3.6,,,,,0.05,-0.018,0.0517427,-0.0517427,0.0336124,-0.0336124
710,EPIC 211408138.01,EPIC 211408138,2458100.82296,7.0896,10.337864,5059.8,,6281.0,,1.96735,132.8249194,11.7650536,-9.99266,-2.81561,,,,,,,,,,,,,0.720266,-0.720266,0.715885,-0.715885
711,EPIC 211408558.01,EPIC 211408558,2458260.652617,4.3,9.967689,,2.005,5882.0,4.455,1.031,129.3084996,11.7716683,-17.0525,-1.66399,0.009345,-0.014048,0.007766,-0.00323,0.068,-0.075,25.0,-25.0,0.042,-0.042,0.018,-0.017,0.0769668,-0.0769668,0.0489134,-0.0489134
712,EPIC 211409299.01,EPIC 211409299,2458096.1637,4.8864,13.919301,12650.7,,5330.07,4.19884,1.2633,130.925517,11.7826436,8.94703,8.06063,,,,,,,124.95,-113.26,0.085476,-0.082959,0.071458,-0.073854,0.0883799,-0.0883799,0.0511095,-0.0511095
713,EPIC 211411891.01,EPIC 211411891,2458095.53608,2.2272,0.954863,12253.3,,5544.91,4.49537,0.926751,136.4957157,11.8196859,-0.812231,-10.4872,,,,,,,112.0,-103.02,0.061921,-0.089532,0.050689,-0.03922,0.0668349,-0.0668349,0.0517897,-0.0517897
714,EPIC 211413463.01,EPIC 211413463,2457143.93758,2.7192,3.25182,,33.2,,,0.63,128.9148087,11.8435177,-27.4266,-21.9501,0.000837,-0.000865,6.8e-05,-6.6e-05,22.8,-18.5,,,,,,,0.205128,-0.205128,0.115453,-0.115453
715,EPIC 211418290.01,EPIC 211418290,2457141.80767,8.5992,5.032134,1048.0,25.83,,,2.516,129.3022266,11.9157428,-0.670998,-4.37498,0.00034,-0.00034,4.2e-05,-4.2e-05,3.94,-0.37,,,,,0.384,-0.033,0.065239,-0.065239,0.0437416,-0.0437416
716,EPIC 211418290.01,EPIC 211418290,2457141.80704,,5.03207,,36.70955114,5070.0,3.25,3.685008,129.3022266,11.9157428,-0.670998,-4.37498,0.000811,-0.000861,0.000102,-9.7e-05,5.41183492,-3.93669759,59.0,-59.0,0.104,-0.104,0.542531,-0.394357,0.065239,-0.065239,0.0437416,-0.0437416
717,EPIC 211419451.01,EPIC 211419451,2457140.1818,1.032,6.45795,78.8,2.78,,,0.9389,129.4493258,11.9327417,-8.36476,-19.8452,0.0023,-0.0024,0.00042,-0.0004,0.27,-0.67,,,,,0.0127,-0.006,0.061674,-0.061674,0.0336227,-0.0336227
718,EPIC 211422822.01,EPIC 211422822,2458095.6787,1.3128,0.554633,2677.0,,4729.0,4.362,0.951566,130.6353009,11.98279,2.08316,2.91612,,,,,,,123.0,-123.0,,,,,0.0909978,-0.0909978,0.0586866,-0.0586866
719,EPIC 211424769.01,EPIC 211424769,2457144.49837,,5.176243,,19.44301811,6185.0,4.34,1.118972,128.8523248,12.0113257,-82.2271,-73.2763,0.000307,-0.00031,4e-05,-4.1e-05,24.92960053,-7.69972543,50.0,-50.0,0.1,-0.1,0.106996,-0.066423,0.0783266,-0.0783266,0.0468373,-0.0468373
720,EPIC 211424769.01,EPIC 211424769,2457144.498,1.04904,5.176,348.5,,6146.0,4.23998,1.35641,128.8523248,12.0113257,-82.2271,-73.2763,,,,,,,134.7,-115.17,0.096178,-0.071447,0.052605,-0.069686,0.0783266,-0.0783266,0.0468373,-0.0468373
721,EPIC 211425822.01,EPIC 211425822,2458096.18086,2.6736,2.153178,16167.5,,5523.0,4.42712,0.997379,137.5252038,12.0281523,2.98251,-0.684684,,,,,,,124.0,-124.0,,,,,0.0704123,-0.0704123,0.0519655,-0.0519655
722,EPIC 211428897.01,EPIC 211428897,2457140.66515,1.2048,1.610888,69.6,0.82,,,0.299,128.8572472,12.075397,-81.93,-116.13,0.00095,-0.001,3.9e-05,-3.4e-05,0.17,-0.19,,,,,0.056,-0.033,2.0,-2.0,2.0,-2.0
723,EPIC 211428897.01,EPIC 211428897,2457140.661,1.05888,1.611,51.7,,3511.0,4.81787,0.409602,128.8572472,12.075397,-81.93,-116.13,,,,,,,157.0,-157.0,0.004206,-0.004206,0.012377,-0.012377,2.0,-2.0,2.0,-2.0
724,EPIC 211428897.01,EPIC 211428897,2457142.27594,1.0704,1.610911,,1.5,,,0.56,128.8572472,12.075397,-81.93,-116.13,0.001802,-0.001759,7.3e-05,-7.3e-05,0.7,-0.6,,,,,,,2.0,-2.0,2.0,-2.0
725,EPIC 211428897.01,EPIC 211428897,2457142.275,,1.61092,,0.75,3511.0,4.81787,0.409602,128.8572472,12.075397,-81.93,-116.13,0.001,-0.001,6e-05,-6e-05,0.08,-0.08,157.0,-157.0,0.004206,-0.004206,0.012377,-0.012377,2.0,-2.0,2.0,-2.0
726,EPIC 211428897.02,EPIC 211428897,2457143.647,,2.17807,,0.65,3511.0,4.81787,0.409602,128.8572472,12.075397,-81.93,-116.13,0.002,-0.002,0.00012,-0.00012,0.07,-0.07,157.0,-157.0,0.004206,-0.004206,0.012377,-0.012377,2.0,-2.0,2.0,-2.0
727,EPIC 211428897.02,EPIC 211428897,2457141.4709,1.2768,2.178008,45.3,0.67,,,0.299,128.8572472,12.075397,-81.93,-116.13,0.0017,-0.0017,8.2e-05,-8.3e-05,0.13,-0.1,,,,,0.056,-0.033,2.0,-2.0,2.0,-2.0
728,EPIC 211428897.02,EPIC 211428897,2457143.65352,1.2888,2.177846,,1.2,,,0.56,128.8572472,12.075397,-81.93,-116.13,0.004078,-0.003534,0.000188,-0.000206,0.5,-0.5,,,,,,,2.0,-2.0,2.0,-2.0
729,EPIC 211428897.03,EPIC 211428897,2457143.715,1.296,4.96792,57.2,0.75,,,0.299,128.8572472,12.075397,-81.93,-116.13,0.0027,-0.0027,0.00029,-0.00028,0.15,-0.12,,,,,0.056,-0.033,2.0,-2.0,2.0,-2.0
730,EPIC 211428897.03,EPIC 211428897,2457173.523,,4.96883,,0.67,3511.0,4.81787,0.409602,128.8572472,12.075397,-81.93,-116.13,0.002,-0.002,0.00038,-0.00037,0.08,-0.08,157.0,-157.0,0.004206,-0.004206,0.012377,-0.012377,2.0,-2.0,2.0,-2.0
731,EPIC 211428897.04,EPIC 211428897,2457144.2594,1.512,6.26561,58.0,0.77,,,0.299,128.8572472,12.075397,-81.93,-116.13,0.0044,-0.0056,0.00069,-0.0007,0.17,-0.48,,,,,0.056,-0.033,2.0,-2.0,2.0,-2.0
732,EPIC 211428897.05,EPIC 211428897,2457142.5903,2.04,3.28963,25.9,0.51,,,0.299,128.8572472,12.075397,-81.93,-116.13,0.0097,-0.0087,0.00077,-0.00089,0.11,-0.21,,,,,0.056,-0.033,2.0,-2.0,2.0,-2.0
733,EPIC 211429934.01,EPIC 211429934,2458095.47647,1.9608,0.565934,7690.7,,5309.0,4.01449,1.55349,136.5334223,12.0918411,-8.70651,2.11917,,,,,,,145.0,-145.0,,,,,0.151278,-0.151278,0.158123,-0.158123
734,EPIC 211430148.01,EPIC 211430148,2458095.98697,4.1544,15.091257,38721.200000000004,,5369.0,4.02323,1.55474,130.1640344,12.0953726,-5.63672,-2.42112,,,,,,,122.0,-122.0,,,,,0.0699581,-0.0699581,0.0414581,-0.0414581
735,EPIC 211431013.01,EPIC 211431013,2458098.15784,6.18,3.102398,11605.6,,5483.32,3.88435,1.85351,133.0570679,12.1094069,0.160765,-3.02335,,,,,,,35.26,-35.26,,,,,0.0677424,-0.0677424,0.0440103,-0.0440103
736,EPIC 211432103.01,EPIC 211432103,2457142.173064,2.338,0.93346092,194.0,,6035.64,3.65014,2.62165,133.8524535,12.1266489,-2.29516,-3.09072,,,,,,,161.48,-101.01,0.090469,-0.077922,0.171881,-0.088134,0.0883576,-0.0883576,0.0648443,-0.0648443
737,EPIC 211432167.01,EPIC 211432167,2458096.03384,2.8848,5.817737,944.2,,6290.85,3.56404,3.03613,132.8637222,12.1277962,-19.6216,-31.1992,,,,,,,93.34,-152.55,0.077732,-0.094946,0.18348,-0.10556,0.144461,-0.144461,0.100329,-0.100329
738,EPIC 211432176.01,EPIC 211432176,2458096.03296,2.88,5.817854,963.1999999999999,,,,,132.864341,12.1278338,-17.6205,-27.9531,,,,,,,,,,,,,0.379427,-0.379427,0.45426,-0.45426
739,EPIC 211432922.01,EPIC 211432922,2457141.9226,3.888,5.81861,689.0,3.4,,,0.38,132.8719019,12.1394974,-10.3577,-2.98126,0.0046,-0.0044,0.00074,-0.00082,1.3,-3.0,,,,,0.13,-0.14,0.273714,-0.273714,0.183971,-0.183971
740,EPIC 211432946.01,EPIC 211432946,2458096.07264,2.1528,1.671965,32157.200000000004,,3243.0,4.75171,0.483697,132.637214,12.1393359,-22.5181,-130.593,,,,,,,157.0,-157.0,0.007866,-0.007866,0.014681,-0.014681,0.136259,-0.136259,0.0935398,-0.0935398
741,EPIC 211436313.01,EPIC 211436313,2458097.8556,2.4,4.332837,,2.263,4768.0,4.693,0.725,137.4987069,12.1906885,-5.33912,-16.7261,0.003007,-0.002955,0.000311,-0.000294,0.197,-0.172,138.0,-138.0,0.15,-0.15,0.052,-0.049,0.0623616,-0.0623616,0.0615564,-0.0615564
742,EPIC 211436876.01,EPIC 211436876,2458252.1996,,1.1524,,0.6746,5992.0,4.386,1.057,127.7276048,12.1990464,0.877755,-14.7678,0.0101,-0.0072,0.0003,-0.0004,0.0454,-0.0392,14.0,-14.0,0.023,-0.023,0.022,-0.02,0.0809058,-0.0809058,0.0515833,-0.0515833
743,EPIC 211438731.01,EPIC 211438731,2458098.194132,2.0,20.486455,,2.762,3664.0,4.852,0.371,134.3936549,12.2270375,-2.81824,-50.1779,0.001815,-0.001809,0.001288,-0.001206,0.137,-0.135,138.0,-138.0,0.028,-0.028,0.011,-0.011,0.117378,-0.117378,0.109892,-0.109892
744,EPIC 211439059.01,EPIC 211439059,2457183.79809,,18.634179,31.0,1.49,,,0.821,131.9735167,12.2317861,-0.73872,-27.6158,0.006405,-0.006405,0.005229,-0.005229,,,,,,,,,0.707886,-0.707886,0.695084,-0.695084
745,EPIC 211439059.01,EPIC 211439059,2457146.51059,5.0592,18.645046,,1.8,,,0.84,131.9735167,12.2317861,-0.73872,-27.6158,0.011421,-0.011071,0.006202,-0.005718,0.3,-0.2,,,,,,,0.707886,-0.707886,0.695084,-0.695084
746,EPIC 211439059.01,EPIC 211439059,2457146.5107,5.64,18.6393,39.9,1.73,,,0.821,131.9735167,12.2317861,-0.73872,-27.6158,0.0054,-0.0053,0.0031,-0.003,0.2,-0.31,,,,,0.078,-0.066,0.707886,-0.707886,0.695084,-0.695084
747,EPIC 211439059.01,EPIC 211439059,2457146.51,5.22,18.641,28.5,,4774.48,,,131.9735167,12.2317861,-0.73872,-27.6158,,,,,,,,,,,,,0.707886,-0.707886,0.695084,-0.695084
748,EPIC 211442571.01,EPIC 211442571,2457143.0584,2.472,5.19287,21.1,1.29,,,0.826,126.3424367,12.2860829,-33.1221,15.8196,0.0045,-0.0049,0.0006,-0.00056,0.13,-0.16,,,,,0.061,-0.037,0.221024,-0.221024,0.130472,-0.130472
749,EPIC 211442571.02,EPIC 211442571,2457140.1609,2.184,3.39934,15.0,1.08,,,0.826,126.3424367,12.2860829,-33.1221,15.8196,0.0059,-0.005,0.00054,-0.00051,0.12,-0.15,,,,,0.061,-0.037,0.221024,-0.221024,0.130472,-0.130472
750,EPIC 211449931.01,EPIC 211449931,2458095.53719,2.6208,6.663685,7724.1,,5691.67,4.39416,1.05709,130.4887643,12.3994357,-6.59781,4.42142,,,,,,,148.55,-148.55,,,,,0.0779971,-0.0779971,0.0488472,-0.0488472
751,EPIC 211451776.01,EPIC 211451776,2458104.404755,2.9,12.17682,,2.244,4477.0,4.739,0.637,133.8727161,12.4269526,-26.006,-50.3876,0.006144,-0.004334,0.001402,-0.001411,0.11,-0.102,51.0,-51.0,0.084,-0.084,0.019,-0.018,0.0609773,-0.0609773,0.0381415,-0.0381415
752,EPIC 211452175.01,EPIC 211452175,2458101.75989,6.2304,11.114394,14053.5,,5904.69,3.69039,2.44643,135.6982706,12.4332847,-4.41154,3.9923,,,,,,,100.95,-101.05,0.080238,-0.063234,0.162579,-0.08324,0.0568465,-0.0568465,0.0397233,-0.0397233
