,ra,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_trandurh,pl_trandep,pl_rade,pl_radeerr1,pl_radeerr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_rad,st_raderr1,st_raderr2
9661,172.1216476,1.6906217,-72.5977,0.0643945,-0.0643945,-2.51204,0.0489272,-0.0489272,2456819.5804,0.0011,-0.0012,19.30481,0.00056,-0.00055,3.8064,169.1,2.98,0.38,-0.84,,,,,,,0.721,0.09,-0.194
9662,172.1216476,1.6906217,-72.5977,0.0643945,-0.0643945,-2.51204,0.0489272,-0.0489272,2456819.57944,0.00089,-0.00089,19.30553,0.00047,-0.00047,,,3.773,0.088,-0.048,5533.0,100.0,-100.0,4.47,0.085,-0.085,0.956,0.037,-0.037
9663,172.1216476,1.6906217,-72.5977,0.0643945,-0.0643945,-2.51204,0.0489272,-0.0489272,2456819.600774,,,19.292062,,,4.413,164.0,,,,5533.0,120.16,-97.93,4.4536,0.059839,-0.089723,0.968923,0.046833,-0.044041
9664,172.1216476,1.6906217,-72.5977,0.0643945,-0.0643945,-2.51204,0.0489272,-0.0489272,2456819.5768,0.0033,-0.0033,19.30691,0.00127,-0.00127,,144.0,3.92,0.69,-0.69,5647.0,60.0,-89.0,,,,0.93,0.16,-0.07
9665,172.1216476,1.6906217,-72.5977,0.0643945,-0.0643945,-2.51204,0.0489272,-0.0489272,2456819.577,,,19.307107,,,3.8,165.0,3.83,,,5454.0,,,,,,0.86,,
9666,172.1216476,1.6906217,-72.5977,0.0643945,-0.0643945,-2.51204,0.0489272,-0.0489272,2456819.5837,0.0031,-0.0031,19.3037,0.0016,-0.0016,3.777,,4.37,0.41,-0.41,5581.0,70.0,-70.0,4.333,0.07,-0.07,1.08,0.09,-0.09
9667,172.1216476,1.6906217,-72.5977,0.0643945,-0.0643945,-2.51204,0.0489272,-0.0489272,2456819.5814,0.0021,-0.0021,19.3044,0.0012,-0.0012,,,3.84,0.35,-0.34,5620.0,70.0,-70.0,4.5,0.08,-0.08,0.98,0.08,-0.08
9668,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2457140.72048,0.001394,-0.001406,1.673847,5.5e-05,-5.5e-05,1.5408,,3.6,0.4,-0.2,,,,,,,1.23,,
9669,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2457144.06723,0.00055,-0.00037,1.673916,1.2e-05,-1.3e-05,1.55,,3.5,0.2,-0.2,6120.0,90.0,-90.0,,,,1.19,0.05,-0.05
9670,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2457140.71941,0.00027,-0.00027,1.6739035,4e-07,-4e-07,,,3.88,0.16,-0.16,5945.0,110.0,-110.0,4.33,0.1,-0.1,1.24,0.05,-0.05
9671,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2457140.72067,0.00073,-0.00065,1.673737,2.8e-05,-4.4e-05,1.4784,12.25,1.52,0.11,-0.11,,,,,,,1.273,0.085,-0.054
9672,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2457140.71966,0.00042,-0.00042,1.67389,1.7e-05,-1.7e-05,,,3.57,0.1,-0.04,6044.0,100.0,-100.0,4.4,0.08,-0.08,1.227,0.045,-0.045
9673,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2457139.02732,,,1.6739,,,,60.0,,,,6115.49,164.3,-118.71,4.32901,0.089199,-0.089144,1.21742,0.069603,-0.057753
9674,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2457140.72,,,1.674,,,1.398,58.9,,,,6115.49,164.3,-118.71,4.32901,0.089199,-0.089144,1.21742,0.069603,-0.057753
9675,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2457174.197012,0.000776,-0.000776,1.673918,6e-05,-6e-05,,62.1,4.67,,,,,,,,,1.572,,
9676,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2457142.395253,,,1.67344228,,,2.125,86.0,,,,6115.49,164.3,-118.71,4.32901,0.089199,-0.089144,1.21742,0.069603,-0.057753
9677,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2457828.69347,0.0004,-0.00037,1.6739024,1e-06,-1e-06,1.6056,70.3,3.45,0.16,-0.15,6120.0,90.0,-90.0,4.36,0.03,-0.03,1.19,0.05,-0.05
9678,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2457140.72062,0.00126,-0.00127,1.673833,4.9e-05,-5e-05,,,3.59,0.14,-0.14,6168.0,62.0,-62.0,4.35,0.01,-0.01,1.22,0.02,-0.02
9679,129.6010863,20.1060074,-36.1442,0.108151,-0.108151,-13.014,0.0611836,-0.0611836,2460284.308584,0.0012089,-0.0012089,1.6739029,7e-07,-7e-07,1.355,86.3,3.44449,0.189317,-0.189317,6115.5,141.5,-141.5,4.33,0.09,-0.09,1.22,0.06,-0.06
9680,130.3439097,18.9338205,-36.593,0.097272,-0.097272,-12.588,0.0624468,-0.0624468,2457152.6849877,0.0011205,-0.0011677,14.6762429,2.01e-05,-2.03e-05,,,2.0,0.14,-0.07,4927.0,47.0,-46.0,4.59,0.01,-0.02,0.76,0.01,-0.01
9681,130.3439097,18.9338205,-36.593,0.097272,-0.097272,-12.588,0.0624468,-0.0624468,2457152.6838,0.0015,-0.0015,14.67665,0.00058,-0.0006,3.336,74.89999999999999,1.94,0.13,-0.25,,,,,,,0.682,0.032,-0.043
9682,130.3439097,18.9338205,-36.593,0.097272,-0.097272,-12.588,0.0624468,-0.0624468,2457152.68204,0.002207,-0.00228,14.677214,0.000847,-0.000825,,,2.19420598,0.30984078,-0.12435102,4942.0,53.0,-53.0,4.66,0.1,-0.1,0.769722,0.021844,-0.015345
9683,130.3439097,18.9338205,-36.593,0.097272,-0.097272,-12.588,0.0624468,-0.0624468,2457152.68654,0.001737,-0.001737,14.675828,0.00067,-0.00067,,63.8,1.85,,,,,,,,,0.725,,
9684,130.3439097,18.9338205,-36.593,0.097272,-0.097272,-12.588,0.0624468,-0.0624468,2457152.68135,0.00223,-0.0023,14.677286,0.000828,-0.000804,3.23,,2.0,0.1,-0.1,4819.0,45.0,-45.0,,,,0.73,0.03,-0.03
9685,130.3439097,18.9338205,-36.593,0.097272,-0.097272,-12.588,0.0624468,-0.0624468,2457152.715844,,,14.66146147,,,5.347,72.0,,,,4695.41,84.49,-126.17,4.50612,0.087922,-0.088017,0.800765,0.067831,-0.033852
9686,130.3439097,18.9338205,-36.593,0.097272,-0.097272,-12.588,0.0624468,-0.0624468,2457137.98088,,,14.6843,,,,50.0,,,,4695.41,84.49,-126.17,4.50612,0.087922,-0.088017,0.800765,0.067831,-0.033852
9687,130.0558953,19.7787519,-34.9591,0.086266,-0.086266,-13.2454,0.0516668,-0.0516668,2457139.65829,,,9.9147,,,,20.0,,,,4638.0,73.55,-181.88,4.53373,0.112622,-0.078762,0.768432,0.087136,-0.03205
9688,130.0558953,19.7787519,-34.9591,0.086266,-0.086266,-13.2454,0.0516668,-0.0516668,2457139.65518,0.00552,-0.00552,9.915615,0.001209,-0.001195,2.66,,1.3,0.1,-0.1,4695.0,50.0,-50.0,,,,0.71,0.03,-0.03
9689,129.6366594,19.7737202,-34.4021,0.145137,-0.145137,-12.8198,0.0801697,-0.0801697,2457140.379979,0.000978,-0.0009972,1.9741954,2.4e-06,-2.4e-06,,,1.79,0.1,-0.06,3712.0,54.0,-76.0,4.78,0.02,-0.02,0.48,0.01,-0.01
9690,129.6366594,19.7737202,-34.4021,0.145137,-0.145137,-12.8198,0.0801697,-0.0801697,2457140.376,,,1.974,,,1.40712,132.5,,,,3578.0,157.0,-157.0,4.73521,0.01005,-0.01005,0.502513,0.016618,-0.016618
9691,129.6366594,19.7737202,-34.4021,0.145137,-0.145137,-12.8198,0.0801697,-0.0801697,2457140.382086,0.00183,-0.00183,1.974172,8.9e-05,-8.9e-05,,100.8,0.99,,,,,,,,,0.303,,
9692,129.6366594,19.7737202,-34.4021,0.145137,-0.145137,-12.8198,0.0801697,-0.0801697,2457140.3729,,,1.9741,,,,100.0,,,,3578.0,157.0,-157.0,4.73521,0.01005,-0.01005,0.502513,0.016618,-0.016618
9693,129.6366594,19.7737202,-34.4021,0.145137,-0.145137,-12.8198,0.0801697,-0.0801697,2458095.86291,,,1.974991,,,1.692,131.0,,,,3820.0,70.0,-70.0,4.773,0.013,-0.013,0.484,0.012,-0.012
9694,129.6366594,19.7737202,-34.4021,0.145137,-0.145137,-12.8198,0.0801697,-0.0801697,2457175.915,0.001,-0.001,1.974238,0.00011,-0.00011,,,1.96,0.15,-0.15,3546.46,98.71,-94.56,,,,0.492279,0.031875,-0.032132
9695,129.6366594,19.7737202,-34.4021,0.145137,-0.145137,-12.8198,0.0801697,-0.0801697,2457140.3794,0.0022,-0.0021,1.974202,8.9e-05,-9.1e-05,1.584,174.9,2.43,0.59,-0.6,,,,,,,0.5573,0.1253,-0.0046
9696,129.6366594,19.7737202,-34.4021,0.145137,-0.145137,-12.8198,0.0801697,-0.0801697,2457140.38117,0.00268,-0.00261,1.97419,0.00011,-0.00011,1.27,,1.9,0.2,-0.1,3660.0,67.0,-67.0,,,,0.48,0.02,-0.02
9697,125.4202985,13.4975122,6.96345,0.0650615,-0.0650615,-4.87756,0.0402884,-0.0402884,2457147.98867,0.00079,-0.00079,8.26726,0.00018,-0.00018,,,3.4,0.12,-0.05,5373.0,100.0,-100.0,4.45,0.085,-0.085,0.905,0.035,-0.035
9698,125.4202985,13.4975122,6.96345,0.0650615,-0.0650615,-4.87756,0.0402884,-0.0402884,2457148.00308,,,8.26345949,,,3.704,129.0,,,,5411.15,136.05,-141.87,4.48843,0.081092,-0.090173,0.915405,0.05876,-0.051009
9699,125.4202985,13.4975122,6.96345,0.0650615,-0.0650615,-4.87756,0.0402884,-0.0402884,2457147.99178,0.000641,-0.000677,8.26679,0.000138,-0.000133,,,3.40690334,0.23407833,-0.14877634,5475.0,50.0,-50.0,4.51,0.1,-0.1,0.908831,0.058148,-0.035698
9700,125.4202985,13.4975122,6.96345,0.0650615,-0.0650615,-4.87756,0.0402884,-0.0402884,2457147.99035,0.001175,-0.001156,8.267084,0.000258,-0.000254,3.4008,,3.5,0.4,-0.2,,,,,,,0.98,,
9701,125.4202985,13.4975122,6.96345,0.0650615,-0.0650615,-4.87756,0.0402884,-0.0402884,2457139.72408,0.00071,-0.00074,8.26698,0.00013,-0.00013,3.4104,133.8,3.55,0.11,-0.31,,,,,,,0.947,0.016,-0.027
9702,125.4202985,13.4975122,6.96345,0.0650615,-0.0650615,-4.87756,0.0402884,-0.0402884,2457147.98708,0.00148,-0.00164,8.267704,0.00035,-0.000318,,,3.37,0.12,-0.12,5464.0,65.0,-65.0,4.51,0.02,-0.02,0.91,0.01,-0.01
9703,125.4202985,13.4975122,6.96345,0.0650615,-0.0650615,-4.87756,0.0402884,-0.0402884,2460256.367181,0.0150878,-0.0150878,8.2669589,5.23e-05,-5.23e-05,3.328,131.6,3.44807,0.224015,-0.224015,5411.1,139.0,-139.0,4.49,0.09,-0.09,0.92,0.05,-0.05
9704,125.4202985,13.4975122,6.96345,0.0650615,-0.0650615,-4.87756,0.0402884,-0.0402884,2457139.723,,,8.267,,,3.216,105.3,,,,5411.15,136.05,-141.87,4.48843,0.081092,-0.090173,0.915405,0.05876,-0.051009
9705,125.4202985,13.4975122,6.96345,0.0650615,-0.0650615,-4.87756,0.0402884,-0.0402884,2457147.99107,0.00117,-0.00117,8.266902,7e-05,-7e-05,3.46224,,3.59,0.44,-0.39,5434.0,53.0,-53.0,4.477,0.085,-0.085,0.95,0.11,-0.1
9706,125.4202985,13.4975122,6.96345,0.0650615,-0.0650615,-4.87756,0.0402884,-0.0402884,2457147.9895717,0.0004439,-0.0004516,8.2669928,7e-06,-6.7e-06,,,3.59,0.11,-0.07,5636.0,49.0,-52.0,4.49,0.01,-0.01,0.97,0.01,-0.01
9707,125.4202985,13.4975122,6.96345,0.0650615,-0.0650615,-4.87756,0.0402884,-0.0402884,2458363.23873,0.00069,-0.00063,8.2669897,5.7e-06,-5.7e-06,3.43,,,,,5636.0,49.0,-52.0,,,,0.97,0.01,-0.01
9708,284.985355,-22.2934206,-6.2457,0.0672796,-0.0672796,-4.47074,0.0576755,-0.0576755,2457304.52446,0.00013,-0.000134,3.313921,1e-05,-1e-05,,,12.04276422,1.6185262,-0.95253817,6178.0,50.0,-50.0,4.24,0.1,-0.1,1.334682,0.177249,-0.104015
9709,284.985355,-22.2934206,-6.2457,0.0672796,-0.0672796,-4.47074,0.0576755,-0.0576755,2457304.52451,0.00012,-0.00012,3.3139095,9e-06,-9e-06,3.2232,665.8,17.38,3.77,-0.46,,,,,,,1.908,0.413,-0.037
9710,284.985355,-22.2934206,-6.2457,0.0672796,-0.0672796,-4.47074,0.0576755,-0.0576755,2457304.5244,0.0002,-0.0002,3.31392,2e-05,-2e-05,3.19,,16.14096,1.68135,-1.68135,6030.0,120.0,-120.0,4.07,0.1,-0.1,1.78,0.16,-0.16
9711,284.985355,-22.2934206,-6.2457,0.0672796,-0.0672796,-4.47074,0.0576755,-0.0576755,2457311.152,0.000289,-0.000285,3.313944,2.3e-05,-2.4e-05,2.9808,,14.4,2.2,-1.9,,,,,,,1.73,,
9712,284.985355,-22.2934206,-6.2457,0.0672796,-0.0672796,-4.47074,0.0576755,-0.0576755,2457334.34984,9.7e-05,-9.7e-05,3.3139151,2.9e-06,-2.9e-06,,,,,,6030.0,120.0,-120.0,4.07,0.1,-0.1,1.78,0.16,-0.16
9713,284.985355,-22.2934206,-6.2457,0.0672796,-0.0672796,-4.47074,0.0576755,-0.0576755,2457311.15178,0.0003,-0.0003,3.313959,2.4e-05,-2.4e-05,,,15.98,0.55,-0.55,6061.0,96.0,-96.0,4.04,0.03,-0.03,1.81,0.06,-0.06
9714,123.3818484,16.419516,-6.87424,0.073306,-0.073306,-22.7225,0.0418582,-0.0418582,2457145.09609,0.00172,-0.00172,4.733999,0.000221,-0.000227,,,5.33,0.21,-0.21,5599.0,87.0,-87.0,4.02,0.03,-0.03,1.76,0.04,-0.04
9715,123.3818484,16.419516,-6.87424,0.073306,-0.073306,-22.7225,0.0418582,-0.0418582,2459502.375963,0.00295559,-0.00295559,4.73355750515,4.2315e-05,-4.2315e-05,3.2089234,93.02504,5.38526663,6.4387536,-6.4387536,5496.0,131.31,-131.31,3.93163,0.081643,-0.081643,1.75896,0.102414,-0.102414
9716,123.3818484,16.419516,-6.87424,0.073306,-0.073306,-22.7225,0.0418582,-0.0418582,2457145.09736,0.001258,-0.001287,4.73379,0.000153,-0.00015,,,7.56448313,1.456987,-1.21105373,5414.0,53.0,-53.0,3.75,0.1,-0.1,2.306381,0.380594,-0.354232
9717,123.3818484,16.419516,-6.87424,0.073306,-0.073306,-22.7225,0.0418582,-0.0418582,2457145.09672,0.001725,-0.001805,4.734006,0.000228,-0.000223,3.5496,,5.3,0.9,-0.7,,,,,,,1.77,,
9718,123.3818484,16.419516,-6.87424,0.073306,-0.073306,-22.7225,0.0418582,-0.0418582,2457145.0965,0.0019,-0.0019,4.73401,0.00024,-0.00024,,,5.28,0.54,-0.54,5474.0,60.0,-60.0,3.99,0.05,-0.05,1.75,0.14,-0.14
9719,123.3818484,16.419516,-6.87424,0.073306,-0.073306,-22.7225,0.0418582,-0.0418582,2457140.365,,,4.734,,,3.40704,77.8,,,,5496.0,138.04,-124.57,3.93163,0.084269,-0.079017,1.75896,0.107289,-0.09754
9720,123.3818484,16.419516,-6.87424,0.073306,-0.073306,-22.7225,0.0418582,-0.0418582,2457145.095098,,,4.73360988,,,3.605,83.0,,,,5496.0,138.04,-124.57,3.93163,0.084269,-0.079017,1.75896,0.107289,-0.09754
9721,123.3818484,16.419516,-6.87424,0.073306,-0.073306,-22.7225,0.0418582,-0.0418582,2457145.0965,0.0019,-0.0019,4.73401,0.00024,-0.00024,,,5.28,0.54,-0.54,5474.0,60.0,-60.0,3.99,0.05,-0.05,1.75,0.14,-0.14
9722,123.3818484,16.419516,-6.87424,0.073306,-0.073306,-22.7225,0.0418582,-0.0418582,2457140.3649,0.0011,-0.0011,4.73363,0.00013,-0.00013,3.6288,97.3,5.81,0.36,-0.71,,,,,,,1.797,0.055,-0.068
9723,169.0418328,1.9866832,-39.5436,0.0421388,-0.0421388,-36.9563,0.0296845,-0.0296845,2456829.8511,0.0039,-0.0037,39.8642,0.0055,-0.0057,5.808,91.6,2.92,0.3,-0.53,,,,,,,0.896,0.02,-0.04
9724,169.0418328,1.9866832,-39.5436,0.0421388,-0.0421388,-36.9563,0.0296845,-0.0296845,2456829.855,,,39.863566,,,5.14,83.4,2.47,,,5133.0,,,,,,0.78,,
9725,169.0418328,1.9866832,-39.5436,0.0421388,-0.0421388,-36.9563,0.0296845,-0.0296845,2456829.829,0.1156,-0.1156,39.93767,0.23229,-0.23229,,70.0,7.55,9.33,-9.33,5433.0,49.0,-144.0,,,,5.15,0.2,-4.39
9726,169.0418328,1.9866832,-39.5436,0.0421388,-0.0421388,-36.9563,0.0296845,-0.0296845,2456829.8602,0.005,-0.005,39.8478,0.007,-0.007,5.21,,2.42,0.29,-0.29,5264.0,71.0,-71.0,4.56,0.021,-0.021,0.83,0.02,-0.02
9727,207.3497402,-12.2849182,45.1268,0.0586403,-0.0586403,-102.13,0.0519175,-0.0519175,2457233.73913,0.00079,-0.0008,13.86387,0.000325,-0.000329,,,2.56,0.07,-0.07,4950.0,58.0,-58.0,4.61,0.02,-0.02,0.71,0.01,-0.01
9728,207.3497402,-12.2849182,45.1268,0.0586403,-0.0586403,-102.13,0.0519175,-0.0519175,2457233.747451,,,13.85870316,,,3.747,126.0,,,,4936.0,144.89,-122.17,4.64236,0.114408,-0.066511,0.71181,0.043388,-0.04827
9729,207.3497402,-12.2849182,45.1268,0.0586403,-0.0586403,-102.13,0.0519175,-0.0519175,2457219.87496,0.00055,-0.00056,13.8636,0.00018,-0.00018,3.2184,136.1,2.55,0.18,-0.18,,,,,,,0.686,0.043,-0.019
9730,207.3497402,-12.2849182,45.1268,0.0586403,-0.0586403,-102.13,0.0519175,-0.0519175,2457233.73917,0.000925,-0.00095,13.86383,0.000404,-0.000397,3.1992,,2.5,0.2,-0.1,,,,,,,0.68,,
9731,207.3497402,-12.2849182,45.1268,0.0586403,-0.0586403,-102.13,0.0519175,-0.0519175,2457219.875,,,13.864,,,3.00696,114.7,,,,4936.0,144.89,-122.17,4.64236,0.114408,-0.066511,0.71181,0.043388,-0.04827
9732,207.3497402,-12.2849182,45.1268,0.0586403,-0.0586403,-102.13,0.0519175,-0.0519175,2457275.32992,0.00061,-0.00061,13.86375,0.00026,-0.00026,3.22,,2.592,0.098,-0.098,5010.0,50.0,-50.0,4.6,0.03,-0.03,0.713,0.02,-0.02
9733,207.3497402,-12.2849182,45.1268,0.0586403,-0.0586403,-102.13,0.0519175,-0.0519175,2457233.73861,0.00048,-0.00048,13.86368,0.00019,-0.00019,,,2.558,0.085,-0.037,4868.0,100.0,-100.0,4.53,0.08,-0.08,0.71,0.03,-0.03
9734,207.3497402,-12.2849182,45.1268,0.0586403,-0.0586403,-102.13,0.0519175,-0.0519175,2457219.8744,0.000715,-0.000679,13.86391,0.000224,-0.000229,,,2.52419159,0.16011676,-0.10199093,4877.0,50.0,-50.0,4.51,0.1,-0.1,0.692198,0.024302,-0.023373
9735,207.3497402,-12.2849182,45.1268,0.0586403,-0.0586403,-102.13,0.0519175,-0.0519175,2457275.32992,0.00061,-0.00061,13.86375,0.00026,-0.00026,,,2.592,0.098,-0.097,5010.0,50.0,-50.0,,,,0.713,0.02,-0.02
9736,59.8903081,21.2985263,122.337,0.182304,-0.182304,-35.4381,0.0930225,-0.0930225,2457067.96909,0.004638,-0.004531,5.351403,0.000598,-0.000612,,,1.22263837,0.1960626,-0.12417645,5741.0,50.0,-50.0,4.36,0.1,-0.1,0.922706,0.112762,-0.075463
9737,59.8903081,21.2985263,122.337,0.182304,-0.182304,-35.4381,0.0930225,-0.0930225,2457067.9666,0.0047,-0.0047,5.35161,0.00063,-0.00063,4.1592,,2.09,0.52,-0.52,5788.0,71.0,-71.0,4.224,0.078,-0.078,1.17,0.11,-0.11
9738,59.8903081,21.2985263,122.337,0.182304,-0.182304,-35.4381,0.0930225,-0.0930225,2457100.0768,0.0019,-0.0019,5.3518,0.0004,-0.0004,,,1.82,0.11,-0.09,5775.0,70.0,-70.0,,,,1.25,0.02,-0.02
9739,59.8903081,21.2985263,122.337,0.182304,-0.182304,-35.4381,0.0930225,-0.0930225,2457062.6117,0.0037,-0.0036,5.35185,0.00048,-0.0005,3.6,11.84,1.41,0.15,-0.39,,,,,,,1.275,0.064,-0.019
9740,59.8903081,21.2985263,122.337,0.182304,-0.182304,-35.4381,0.0930225,-0.0930225,2457067.9628,0.0024,-0.0024,5.35232,0.00035,-0.00035,,,1.184,0.056,-0.034,5832.0,100.0,-100.0,4.43,0.08,-0.08,0.884,0.063,-0.063
9741,59.8903081,21.2985263,122.337,0.182304,-0.182304,-35.4381,0.0930225,-0.0930225,2457067.9704,0.0044,-0.0039,5.35117,0.00055,-0.00055,3.38,,1.9,0.2,-0.2,5730.0,50.0,-50.0,4.15,0.1,-0.1,1.23,0.1,-0.1
9742,59.8903081,21.2985263,122.337,0.182304,-0.182304,-35.4381,0.0930225,-0.0930225,2457100.0768,0.0019,-0.0018,5.3518,0.0004,-0.0004,3.192,,1.82,0.11,-0.09,5775.0,60.0,-60.0,4.25,0.15,-0.15,1.25,0.02,-0.02
9743,19.4493823,6.8688469,20.2673,0.0512502,-0.0512502,-12.7021,0.0364197,-0.0364197,2457392.88605,0.00019,-0.00019,5.817608,3.1e-05,-2.9e-05,,,10.42437,1.1209,-0.78463,5627.0,88.0,-88.0,4.4,0.146,-0.146,1.047,0.11,-0.08
9744,19.4493823,6.8688469,20.2673,0.0512502,-0.0512502,-12.7021,0.0364197,-0.0364197,2457392.88665,0.00019,-0.00019,5.817649,2.5e-05,-2.5e-05,3.0744,837.8,12.55,0.48,-0.51,,,,,,,1.288,0.039,-0.017
9745,19.4493823,6.8688469,20.2673,0.0512502,-0.0512502,-12.7021,0.0364197,-0.0364197,2457398.70433,0.0003,-0.0003,5.817685,4.1e-05,-4.1e-05,,,12.14,0.35,-0.35,5660.0,87.0,-87.0,4.27,0.03,-0.03,1.24,0.03,-0.03
9746,19.4493823,6.8688469,20.2673,0.0512502,-0.0512502,-12.7021,0.0364197,-0.0364197,2457893.20124,0.00042,-0.00042,5.8176015,2.8e-06,-2.8e-06,,,,,,5627.0,88.0,-88.0,4.4,0.146,-0.146,1.047,0.11,-0.08
9747,19.4493823,6.8688469,20.2673,0.0512502,-0.0512502,-12.7021,0.0364197,-0.0364197,2460231.88252,0.0036665,-0.0036665,5.8176452,3.72e-05,-3.72e-05,2.577,917.8,11.6459,,,5633.4,29.4,-29.4,4.27,,,1.22,,
9748,19.4493823,6.8688469,20.2673,0.0512502,-0.0512502,-12.7021,0.0364197,-0.0364197,2457398.70435,0.000345,-0.000334,5.817681,4.8e-05,-4.7e-05,2.8896,,12.5,1.7,-1.6,,,,,,,1.33,,
9749,127.882912,11.922255,-13.1493,0.0607112,-0.0607112,-2.45181,0.0373129,-0.0373129,2457140.32404,0.00033,-0.00033,11.390955,9.3e-05,-9.2e-05,3.864,1623.2,10.71,0.58,-0.35,,,,,,,0.854,0.044,-0.018
9750,127.882912,11.922255,-13.1493,0.0607112,-0.0607112,-2.45181,0.0373129,-0.0373129,2457151.71321,0.000535,-0.000544,11.391432,0.000183,-0.000187,3.8304,,11.1,0.8,-0.6,,,,,,,0.9,,
9751,127.882912,11.922255,-13.1493,0.0607112,-0.0607112,-2.45181,0.0373129,-0.0373129,2457174.49729,0.00033,-0.00033,11.39109,0.00018,-0.00017,3.9048,,10.558878,0.358688,-0.22418,5027.0,62.0,-57.0,4.481,0.044,-0.051,0.828,0.026,-0.022
9752,127.882912,11.922255,-13.1493,0.0607112,-0.0607112,-2.45181,0.0373129,-0.0373129,2457140.324,,,11.391,,,3.384,1326.5,,,,4913.0,122.0,-122.0,4.46161,,,0.875936,,
9753,127.882912,11.922255,-13.1493,0.0607112,-0.0607112,-2.45181,0.0373129,-0.0373129,2457151.71493,0.00069,-0.00069,11.391013,0.000224,-0.000225,,,10.67,0.36,-0.36,5044.0,68.0,-68.0,4.54,0.03,-0.03,0.84,0.02,-0.02
9754,127.882912,11.922255,-13.1493,0.0607112,-0.0607112,-2.45181,0.0373129,-0.0373129,2458495.842899,0.00182948,-0.00182948,11.39096852897,2.180402e-05,-2.180402e-05,3.8062467,1633.77658,11.19847412,0.6001173,-0.6001173,5027.0,,,4.51935,,,0.875936,,
9755,127.882912,11.922255,-13.1493,0.0607112,-0.0607112,-2.45181,0.0373129,-0.0373129,2457687.08869,0.00016,-0.00016,11.390931,3.1e-06,-3.2e-06,3.9696,1361.0,10.59248676,0.32506044,-0.31385146,4899.0,59.0,-58.0,4.534,0.027,-0.026,0.832,0.022,-0.021
9756,127.882912,11.922255,-13.1493,0.0607112,-0.0607112,-2.45181,0.0373129,-0.0373129,2457664.30683,0.00016,-0.00017,11.3909311,3.4e-06,-3.4e-06,3.97,13.52,10.44677001,0.3474784,-0.3474784,4920.0,68.0,-69.0,4.542,0.025,-0.025,0.824,0.024,-0.023
9757,127.882912,11.922255,-13.1493,0.0607112,-0.0607112,-2.45181,0.0373129,-0.0373129,2457151.7149031,0.0001778,-0.0001781,11.3909344,3.9e-06,-3.9e-06,,,10.88,0.29,-0.28,5039.0,52.0,-55.0,4.51,0.03,-0.02,0.87,0.02,-0.02
9758,127.882912,11.922255,-13.1493,0.0607112,-0.0607112,-2.45181,0.0373129,-0.0373129,2457151.722525,,,11.38576954,,,4.39,1470.0,,,,4913.0,122.0,-122.0,4.46161,,,0.875936,,
9759,126.5535002,12.281851,15.5645,0.0434809,-0.0434809,-21.666,0.0290544,-0.0290544,2457157.159,,,20.272,,,3.14088,1450.8000000000002,,,,5742.0,137.75,-120.34,4.58473,0.05589,-0.089429,0.85554,0.040861,-0.042501
9760,126.5535002,12.281851,15.5645,0.0434809,-0.0434809,-21.666,0.0290544,-0.0290544,2460238.657358,0.0009997,-0.0009997,20.2730282,7.3e-06,-7.3e-06,3.651,1718.2,10.4386,0.555069,-0.555069,5742.0,129.04,-129.04,4.58473,0.072659,-0.072659,0.86,0.04,-0.04
9761,126.5535002,12.281851,15.5645,0.0434809,-0.0434809,-21.666,0.0290544,-0.0290544,2457157.15806,0.000487,-0.0005,20.272602,0.000349,-0.000351,3.7008,,11.5,0.8,-0.6,,,,,,,0.86,,
9762,126.5535002,12.281851,15.5645,0.0434809,-0.0434809,-21.666,0.0290544,-0.0290544,2457522.07014,0.00017,-0.00017,20.2729914,5e-06,-5e-06,3.8736,1603.0,11.80305668,0.33626942,-0.31385146,5870.0,170.0,-150.0,4.538,0.024,-0.033,0.855,0.024,-0.021
9763,126.5535002,12.281851,15.5645,0.0434809,-0.0434809,-21.666,0.0290544,-0.0290544,2457157.15804,0.00049,-0.0005,20.272615,0.000356,-0.000343,,,12.06,0.22,-0.22,5657.0,60.0,-60.0,4.53,0.02,-0.02,0.88,0.01,-0.01
